date,Dynamic_Equity,60_40_Equity,Stock_Equity,Bond_Equity,Stock_Returns,Bond_Returns,60_40_Returns,Dynamic_Returns,Regime
1971-04-02,1.0,1.0,1.0,1.0,,,,,Goldilocks
1971-04-05,1.002287,1.000621565079365,1.002287,0.9981234126984126,0.002286999999999928,-0.0018765873015873513,0.0006215650793650607,0.002286999999999928,Goldilocks
1971-04-06,1.0094473383279998,1.0058400956097062,1.0094473383279998,1.0004412770679014,0.007143999999999817,0.0023222222222225586,0.0052152888888890025,0.007143999999999817,Goldilocks
1971-04-07,1.0141210795044586,1.009286678543034,1.0141210795044584,1.0020634211385753,0.004629999999999912,0.0016214285714279963,0.003426571428571501,0.004630000000000134,Goldilocks
1971-04-08,1.015314700015035,1.0089590704953482,1.0153147000150353,0.9994811196080701,0.0011770000000002057,-0.0025769841269838167,-0.0003245936507939584,0.0011769999999997616,Goldilocks
1971-04-13,1.0240661300197524,1.0099216110425113,1.0240661300197522,1.000407622741167,0.008619426079999881,0.0009269841269838874,0.0009539936507936275,0.008619426080000325,Goldilocks
1971-04-14,1.0279442684541373,1.0108949606668327,1.0279442684541373,0.9971352576482087,0.003787000000000207,-0.003271031746031494,0.0009637873015873044,0.003786999999999985,Goldilocks
1971-04-15,1.029435815587664,1.0110189605728177,1.0294358155876642,0.9952707729918442,0.001450999999999869,-0.0018698412698413547,0.00012266349206369043,0.001450999999999647,Goldilocks
1971-04-16,1.0291372792011435,1.0103702715502103,1.029137279201144,0.9941072540643704,-0.0002899999999997904,-0.0011690476190475696,-0.0006416190476189465,-0.00029000000000001247,Goldilocks
1971-04-19,1.0343086940291295,1.0118134170880744,1.0343086940291297,0.9901639619565815,0.005025000000000057,-0.003966666666666896,0.0014283333333331427,0.005025000000000279,Goldilocks
1971-04-20,1.0303307427918933,1.007024668002407,1.0303307427918935,0.984160503553909,-0.003846000000000127,-0.0060630952380952285,-0.004732838095237946,-0.003846000000000127,Goldilocks
1971-04-21,1.0278445547095365,1.0036894758307686,1.0278445547095367,0.979574003175442,-0.0024129999999999985,-0.004660317460317476,-0.003311926984126745,-0.0024129999999999985,Goldilocks
1971-04-22,1.0298334339228996,1.0055127335241416,1.0298334339228998,0.9811794161250909,0.001935000000000242,0.0016388888888891895,0.001816555555555599,0.001935000000000242,Goldilocks
1971-04-23,1.034706605732223,1.008745051565224,1.034706605732223,0.9821002452199857,0.0047319999999999585,0.0009384920634918359,0.0032145968253964874,0.0047320000000001805,Goldilocks
1971-04-26,1.033612920849964,1.0084838250252517,1.033612920849964,0.9830215487833589,-0.0010569999999999746,0.0009380952380952934,-0.000258961904761823,-0.0010569999999999746,Goldilocks
1971-04-27,1.0380874311843236,1.011199306990946,1.0380874311843236,0.983255601533069,0.004329000000000027,0.0002380952380949264,0.002692638095237898,0.004329000000000027,Goldilocks
1971-04-28,1.0418660694338346,1.0137870462714489,1.0418660694338344,0.9841775987499034,0.0036399999999998656,0.0009376984126985288,0.0025590793650791532,0.0036400000000000876,Goldilocks
1971-04-29,1.040474136365071,1.010801189168825,1.040474136365071,0.9789032660232695,-0.0013359999999998928,-0.005359126984126994,-0.002945250793650711,-0.0013360000000001149,Goldilocks
1971-04-30,1.0337120949528342,1.0066741970157993,1.033712094952834,0.9784542135726653,-0.006499000000000255,-0.0004587301587301029,-0.004082892063492105,-0.0064990000000000325,Goldilocks
1971-05-03,1.0271490568619788,1.0009645614799119,1.0271490568619788,0.9738985773473287,-0.006348999999999716,-0.0046559523809523995,-0.005671780952380745,-0.006348999999999938,Goldilocks
1971-05-04,1.0321214854462475,1.0011685644128723,1.0321214854462477,0.9673228296117872,0.004841000000000095,-0.0067519841269839675,0.00020380634920669216,0.004840999999999873,Goldilocks
1971-05-05,1.0320224017836448,1.0009300510993868,1.032022401783645,0.9668859989053986,-9.599999999987396e-05,-0.0004515873015876748,-0.00023823492063534957,-9.599999999987396e-05,Goldilocks
1971-05-06,1.0265526830541913,0.9972863479578133,1.0265526830541916,0.9657733126368169,-0.005300000000000082,-0.0011507936507937355,-0.003640317460317344,-0.005300000000000082,Goldilocks
1971-05-07,1.0229730938483814,0.9961364831305949,1.0229730938483816,0.9680409637046237,-0.003486999999999907,0.0023480158730162515,-0.0011529936507935767,-0.003486999999999907,Goldilocks
1971-05-10,1.017901193249081,0.994108279679504,1.0179011932490813,0.970312786823413,-0.004958000000000018,0.0023468253968255137,-0.0020360698412699163,-0.00495800000000024,Goldilocks
1971-05-11,1.0204866622799336,0.9946086790726024,1.0204866622799338,0.9678369490379866,0.0025399999999997647,-0.0025515873015873325,0.0005033650793651034,0.0025399999999999867,Goldilocks
1971-05-12,1.0232715703812956,0.9938310876923276,1.0232715703812958,0.9619834558077136,0.0027289999999999814,-0.006048015873015844,-0.0007818063492064375,0.0027289999999999814,Goldilocks
1971-05-13,1.0211830731061473,0.9893768345628897,1.0211830731061478,0.9541497802138129,-0.0020409999999998485,-0.008143253968253772,-0.004481901587301551,-0.0020410000000000705,Goldilocks
1971-05-14,1.0164100634224496,0.9861500966590407,1.0164100634224496,0.9530597019530052,-0.004674000000000067,-0.0011424603174603476,-0.003261384126983846,-0.004673999999999623,Goldilocks
1971-05-17,1.0012950293692942,0.9752449389572975,1.001295029369294,0.947971043901506,-0.014871000000000412,-0.005339285714285769,-0.011058314285714355,-0.01487100000000019,Goldilocks
1971-05-18,1.0026868294601174,0.973976687094458,1.0026868294601174,0.9429125650811315,0.0013900000000002244,-0.005336111111111208,-0.0013004444444444374,0.0013900000000000023,Goldilocks
