date,Regime,Dynamic_Returns,Dynamic_Equity,60_40_Returns,60_40_Equity
1971-05-21,Goldilocks,-0.003159,1.005977948175319,-0.0029117492063491,1.1394629505750062
1971-05-24,Goldilocks,-0.008516,0.9974110399686581,-0.0038865841269841,1.135034331958015
1971-05-25,Goldilocks,-0.006591,0.9908371038042246,-0.0024523777777777,1.1322507989853063
1971-05-26,Goldilocks,0.001206,0.9920320533514125,0.002784711111111,1.135403790365805
1971-05-27,Goldilocks,-0.001908,0.990139256193618,-0.0004840063492063,1.134854247722355
1971-05-28,Goldilocks,0.002314,0.9924304384324499,0.0006496698412698,1.1355915283013374
1971-06-02,Goldilocks,0.007585,1.005678783159305,0.0080100476190476,1.1446876705188183
1971-06-03,Goldilocks,0.000495,1.0061765941569687,0.0017952539682539,1.1467426756017285
1971-06-04,Goldilocks,0.002871,1.0090653271587935,-0.0001380349206349,1.146584385067513
1971-06-07,Goldilocks,-0.001579,1.0074720130072097,-0.003086765079365,1.1430451484271413
1971-06-08,Goldilocks,-0.008108,0.9993034299257472,-0.0058835301587301,1.13632000782358
1971-06-09,Goldilocks,-0.000299,0.9990046382001994,-0.0017571777777777,1.1343232915573882
1971-06-10,Goldilocks,0.00349,1.002491164387518,0.0010768571428571,1.1355447956962108
1971-06-11,Goldilocks,0.004273,1.0067748091329458,0.0021069746031746,1.1379373597415097
1971-06-14,Goldilocks,-0.00841,0.9983078329881377,-0.0085807619047618,1.1281729901950346
1971-06-15,Goldilocks,0.000998,0.99930414420546,-0.0020943746031746,1.1258101733363826
1971-06-16,Goldilocks,0.001994,1.0012967566690056,0.0027024317460317,1.1288525984888123
1971-06-17,Goldilocks,-0.000199,1.0010974986144285,-1.3368253968253975e-05,1.128837507700583
1971-06-18,Goldilocks,-0.015224,0.9858567902955224,-0.0062299555555555,1.1218049001981643
1971-06-21,Goldilocks,-0.011115,0.9748989920713877,-0.0051653492063492,1.116010386147247
1971-06-22,Goldilocks,-0.002861,0.9721098060550715,-0.0041315206349206,1.111399566208094
1971-06-23,Goldilocks,0.008403,0.9802784447553522,0.0054267206349206,1.1174308211676771
1971-06-24,Goldilocks,-0.002439,0.9778875456285939,-0.0013584793650793,1.1159128144552173
1971-06-25,Goldilocks,-0.001834,0.976094099869911,-0.0012753206349206,1.1144896678161702
1971-06-28,Goldilocks,-0.002551,0.9736040838211429,-0.0019852031746031,1.1122771793895592
1971-06-29,Goldilocks,0.01105,0.9843624089473666,0.005895873015873,1.1188350243976932
1971-06-30,Goldilocks,0.008905,0.9931281561990428,0.0046093492063491,1.1239921257294363
1971-07-01,Goldilocks,0.000802,0.9939246449803144,0.0008673904761904,1.1249670657946071
1971-07-02,Reflation,0.0,0.9939246449803144,0.0001061904761904,1.1250865265830223
1971-07-07,Reflation,0.0,0.9939246449803144,0.0023499142857142,1.1277303834845043
1971-07-08,Reflation,0.0,0.9939246449803144,0.001625273015873,1.1295632532459619
1971-07-09,Reflation,0.0,0.9939246449803144,0.0019188317460317,1.131730695075441
1971-07-12,Reflation,0.0,0.9939246449803144,0.0031193619047618,1.135260972692109
1971-07-13,Reflation,0.0,0.9939246449803144,-0.0080308793650793,1.126143828772536
1971-07-14,Reflation,0.0,0.9939246449803144,-0.001303638095238,1.124675744776631
1971-07-15,Reflation,0.0,0.9939246449803144,0.0007476031746031,1.1255165559338252
1971-07-16,Reflation,0.0,0.9939246449803144,-0.0028814857142857,1.1222733960567097
1971-07-19,Reflation,0.0,0.9939246449803144,-0.002383092063492,1.1195989152334989
1971-07-20,Reflation,0.0,0.9939246449803144,0.0027515492063491,1.1226795467401387
1971-07-21,Reflation,0.0,0.9939246449803144,-0.0001354507936507,1.1225274789045172
1971-07-22,Reflation,0.0,0.9939246449803144,-0.0034394222222222,1.118666632948518
1971-07-23,Reflation,0.0,0.9939246449803144,-0.0023204285714285,1.1160708469315206
1971-07-26,Reflation,0.0,0.9939246449803144,-0.0020885111111111,1.113739920566917
1971-07-27,Reflation,0.0,0.9939246449803144,-0.0067023174603174,1.1062752820510489
1971-07-28,Reflation,0.0,0.9939246449803144,-0.0053662825396825,1.1003386963208959
1971-07-29,Reflation,0.0,0.9939246449803144,-0.0044209936507936,1.0954741059307387
1971-07-30,Reflation,0.0,0.9939246449803144,-0.0018004698412698,1.0935017378411185
1971-08-02,Reflation,0.0,0.9939246449803144,0.0022144888888888,1.0959232852895484
1971-08-03,Deflation,-0.0032257936507935,0.9907184491711698,-0.0103569174603174,1.0845728982809646
1971-08-04,Deflation,0.0016734126984126,0.9923763300045645,-0.0032666349206349,1.0810299945774657
1971-08-05,Deflation,0.0023722222222221,0.9947304671874084,0.0022268888888888,1.0834373282609457
1971-08-06,Deflation,0.0002722222222222,0.9950012549256984,0.0011294888888888,1.0846610586850238
1971-08-09,Deflation,-0.001126984126984,0.993879904305068,-0.0050341936507936,1.0792006648701287
1971-08-10,Deflation,-0.0004265873015873,0.9934559277585887,-0.0001064349206349,1.0790858002330141
1971-08-11,Deflation,0.0023722222222221,0.9958126259872158,0.0081332888888888,1.087862316782207
1971-08-12,Deflation,0.0044698412698412,1.0002637503598824,0.0102815365079365,1.0990472129078117
1971-08-13,Deflation,0.0086650793650794,1.0089311151427627,0.0015286317460317,1.1007272513678503
1971-08-16,Deflation,0.019154365079365,1.0282565500621381,0.026911546031746,1.1303495234614334
1971-08-17,Deflation,0.00795,1.036431189635132,0.0106524,1.1423904587251539
1971-08-18,Deflation,-0.0032480158730158,1.0330648446799084,-0.0096398063492063,1.1313780359278625
1971-08-19,Deflation,0.0009515873015873,1.034047896067822,-0.002296565079365,1.12877975263899
1971-08-20,Deflation,-0.0018472222222222,1.0321377798153635,0.000300311111111,1.1291187377407046
1971-08-23,Deflation,-0.0074428571428571,1.0244557257684521,0.0031860571428571,1.132716174560217
1971-08-24,Deflation,0.0072531746031747,1.031886282020673,0.0093032698412698,1.1432541387857216
1971-08-25,Deflation,-0.0011460317460317,1.0307037075831826,-0.0003984126984127,1.1427986518193165
1971-08-26,Deflation,0.0023527777777777,1.0331287243618574,-7.468888888890362e-05,1.1427132974577883
1971-08-27,Deflation,0.0030511904761905,1.0362809968863091,0.0026568761904762,1.1457493452103444
1971-08-30,Deflation,0.0009507936507935,1.0372662862785866,-0.0053520825396825,1.1396172001449916
1971-08-31,Deflation,0.0030492063492063,1.0404291252245248,-0.0017347174603174,1.137640286289822
1971-09-01,Deflation,0.0044468253968254,1.04505573188217,0.0020211301587301,1.1399396053822288
1971-09-02,Goldilocks,0.002221,1.0473768006626805,0.0028305365079365,1.143166246052106
1971-09-03,Goldilocks,0.0141,1.0621448135520242,0.0099571428571428,1.1545489156735105
1971-09-08,Goldilocks,0.001878,1.0690005108461411,0.0009433079365079,1.155638010828752
1971-09-09,Goldilocks,-0.005329,1.063303807123842,-0.0045000984126984,1.1504375260505677
1971-09-10,Goldilocks,-0.00377,1.0592951517709852,-0.0018848571428571,1.1482691156621805
1971-09-13,Goldilocks,-0.003485,1.0556035081670634,-0.0042325873015872,1.143408966384424
1971-09-14,Goldilocks,-0.007295,1.0479028805749846,-0.0037189047619047,1.1391567373345324
1971-09-15,Goldilocks,0.004329,1.0524392521449937,0.0029753365079364,1.1425461119633855
1971-09-16,Goldilocks,-0.001103,1.0512784116498777,0.0002756603174603,1.1428610665873224
1971-09-17,Goldilocks,0.00301,1.0544427596689439,0.0021833015873015,1.1453562769680676
1971-09-20,Goldilocks,-0.002801,1.051489265499111,-0.0021429809523809,1.1429018002828353
1971-09-21,Goldilocks,-0.003411,1.0479026356144936,-0.0025086634920634,1.1400346442614522
1971-09-22,Goldilocks,-0.008758,1.0387251043317818,-0.005716546031746,1.1335175837397464
1971-09-23,Goldilocks,-0.000914,1.0377757095864226,-0.0007299873015872,1.1326901302974905
1971-09-24,Goldilocks,-0.002338,1.0353493899774096,-0.0001850222222222,1.1324805574524939
1971-09-27,Goldilocks,-0.0054,1.0297585032715315,-0.0023026984126984,1.1298727962704362
1971-09-28,Goldilocks,0.002663,1.0325007501657437,0.0019749428571428,1.1321042304789104
1971-09-29,Goldilocks,0.000204,1.0327113803187775,0.0013389079365079,1.1336200138180528
1971-09-30,Goldilocks,0.004494,1.0373523852619302,0.0050316380952381,1.1393239794651042
1971-10-01,Goldilocks,0.006,1.0435764995735017,0.003695238095238,1.1435340528368418
1971-10-04,Goldilocks,0.00283,1.0465298210672949,0.0023529206349206,1.146224697706496
1971-10-05,Goldilocks,-0.001008,1.045474919007659,-0.0013494031746031,1.1446779784606025
1971-10-06,Goldilocks,0.007164,1.05296470132743,0.0052333206349206,1.1506684453456195
1971-10-07,Goldilocks,0.002004,1.05507484258889,0.0015771619047619,1.1524832357826302
1971-10-08,Goldilocks,-0.006599,1.048112403702646,-0.0030251142857143,1.148996842282018
1971-10-13,Goldilocks,-0.005423,1.0446318464740811,-0.0026007841269841,1.1460085495326562
1971-10-14,Goldilocks,-0.009088,1.0351382322533247,-0.0059194666666666,1.1392247901239827
1971-10-15,Goldilocks,-0.003465,1.0315514782785669,-0.0025453492063492,1.1363250652085872
1971-10-18,Goldilocks,-0.004499,1.0269105281777915,-0.0040049555555555,1.1317741338257632
1971-10-19,Goldilocks,-0.003595,1.0232187848289924,-0.0023423968253968,1.1291230696876235
1971-10-20,Goldilocks,-0.013918,1.0089776257817424,-0.0071368317460317,1.1210647083187002
1971-10-21,Goldilocks,-0.000523,1.0084499304834584,0.0008995333333333,1.1220731433926563
1971-10-22,Goldilocks,-0.000941,1.0075009790988736,-0.0010309492063492,1.1209163429760098
1971-10-27,Goldilocks,-0.010027,0.9893579862809369,-0.0067622317460317,1.1133364468968916
1971-10-28,Goldilocks,0.001813,0.9911516923100643,0.0017414507936507,1.1152752675359403
1971-10-29,Goldilocks,0.002874,0.9940002622737635,0.0026575746031746,1.1182391947624926
1971-11-01,Goldilocks,-0.015176,0.9789153142934969,-0.0070535365079364,1.11035165377763
1971-11-04,Goldilocks,-0.001264,0.9999074563841969,-0.0006676063492063,1.1096103759637164
1971-11-05,Goldilocks,-0.003481,0.9964267785285236,-0.0019978063492063,1.1073935893094708
1971-11-08,Goldilocks,-0.000741,0.9956884262856339,-0.0017530126984126,1.1054523142852708
1971-11-09,Goldilocks,0.000742,0.9964272270979379,0.0005367873015873,1.1060457070500895
1971-11-10,Goldilocks,-0.011116,0.9853509420415172,-0.007977219047619,1.0972225381682723
1971-11-11,Goldilocks,-0.01381,0.9717432455319238,-0.0073540952380952,1.0891534591251983
1971-11-12,Goldilocks,0.0,0.9717432455319238,0.0006515873015873,1.0898631376886443
1971-11-15,Goldilocks,-0.003365,0.968473329510709,-0.0019274126984126,1.0877625216375315
1971-11-16,Goldilocks,0.009803,0.9779672735599024,0.0062532285714285,1.0945645493167644
1971-11-17,Goldilocks,0.00151,0.9794440041429778,0.0012772698412698,1.0959626036049297
1971-11-18,Goldilocks,-0.007754,0.9718493953348531,-0.0051208126984126,1.0903503843874043
1971-11-19,Goldilocks,-0.005644,0.9663642773475832,-0.0038544952380952,1.0861476340229277
1971-11-22,Goldilocks,-0.008951,0.9577143507010449,-0.006118219047619,1.0795023448799224
1971-11-23,Goldilocks,-0.006939,0.9510687708215304,-0.0060299079365079,1.072993045123052
1971-11-24,Goldilocks,0.001886,0.9528624865232999,-0.0004539555555555,1.072505953969146
1971-11-29,Goldilocks,0.015989,0.9853531800934384,0.0094078444444444,1.082595923149828
1971-11-30,Goldilocks,0.006209,0.9914712379886385,0.004379526984127,1.0873371812081685
1971-12-01,Goldilocks,0.016491,1.007821590174309,0.0102685682539682,1.098502577268482
1971-12-02,Goldilocks,0.00314,1.0109861499674564,0.0025376507936507,1.1012901932055148
1971-12-03,Goldilocks,0.01273,1.023856003656542,0.0082913333333333,1.1104213572941126
1971-12-06,Goldilocks,-0.005667,1.0180538116838205,-0.0033068666666666,1.106749341921722
1971-12-07,Goldilocks,0.00373,1.0218511524014011,0.0012119682539682,1.1080906869892313
1971-12-08,Goldilocks,0.000516,1.0223784275960401,0.0004035682539682,1.108537877213018
1971-12-09,Goldilocks,0.000413,1.0228006698866372,-0.0002179142857142,1.1082963109733182
1971-12-10,Goldilocks,0.007529,1.0305013361302136,0.0048915269841269,1.1137175722848525
1971-12-13,Goldilocks,0.002866,1.0334547529595628,0.0026532507936507,1.1166725443174201
1971-12-14,Goldilocks,-0.003062,1.0302903145060005,-0.0028629142857142,1.113475606537829
1971-12-15,Goldilocks,0.008908,1.0394681406276198,0.0048794031746031,1.118908702947213
1971-12-16,Goldilocks,0.012178,1.052126783644183,0.0076812444444444,1.1275033142055666
1971-12-17,Goldilocks,0.005214,1.057612572694104,0.003782526984127,1.1317681259162418
1971-12-20,Goldilocks,0.012867,1.0712208736669588,0.0066949619047619,1.1393452704042746
1971-12-21,Goldilocks,0.002462,1.073858219457927,0.000732438095238,1.140179770283948
1971-12-22,Goldilocks,-0.00609,1.067318422901428,-0.0038386031746031,1.1358030725981179
1971-12-23,Goldilocks,-0.004349,1.0626766550802298,-0.001394638095238,1.1342190383643842
1971-12-28,Goldilocks,0.009906,1.0754411593855575,0.0074366158730158,1.1426537896685613
1971-12-29,Goldilocks,0.00255,1.0781835343419908,0.0005036507936508,1.1432292881565962
1971-12-30,Goldilocks,-0.004207,1.073647616213014,-0.0024305492063492,1.140450613117592
1971-12-31,Goldilocks,0.003046,1.076917946851999,0.002201092063492,1.1429608499109298
1972-01-03,Goldilocks,-0.004114,1.0724875064186499,-0.0037741142857143,1.1386471850392688
1972-01-04,Goldilocks,0.004131,1.0769179523076655,0.0028527269841269,1.1418954345894305
1972-01-05,Goldilocks,0.009599,1.0872552877318666,0.0064132095238095,1.149218649265734
1972-01-06,Goldilocks,0.004269,1.091896780555194,0.0029350507936507,1.1525916643743395
1972-01-07,Goldilocks,-0.000386,1.0914753083978996,0.0004217333333333,1.1530777506989283
1972-01-10,Goldilocks,-0.00145,1.0898926692007227,-0.0002169841269841,1.152827551129848
1972-01-11,Goldilocks,0.003194,1.0933737863861497,0.0014497333333333,1.154498843658306
1972-01-12,Goldilocks,-0.000579,1.0927407229638322,-0.0002540666666666,1.1542055239854272
1972-01-13,Goldilocks,-0.005792,1.0864115686964257,-0.0028221841269841,1.1509481434763582
1972-01-14,Goldilocks,0.003884,1.0906311912292426,0.0027032571428571,1.1540594522662688
1972-01-17,Goldilocks,0.002998,1.0939009035405478,0.000772292063492,1.154950723222052
1972-01-18,Goldilocks,0.003375,1.097592819089997,0.0012789682539682,1.1564278685319507
1972-01-19,Goldilocks,-0.001634,1.095799352423604,-0.0020057968253968,1.1541083091844488
1972-01-20,Goldilocks,0.0,1.095799352423604,-0.0004650793650793,1.1535715572247807
1972-01-21,Goldilocks,-0.002214,1.093373252657338,-0.0015133206349206,1.1518258335833749
1972-01-24,Goldilocks,-0.01042,1.0819803033646487,-0.0069964444444444,1.143767148129033
1972-01-25,Goldilocks,0.002047,1.084195117045636,0.0013237555555555,1.1452812162456305
1972-01-26,Goldilocks,-0.002724,1.0812417695468037,-0.0012590031746031,1.143839303558564
1972-01-27,Goldilocks,0.009756,1.0917903642505025,0.0048296317460317,1.149363626171389
1972-01-28,Goldilocks,0.006377,1.098752711403328,0.0030827079365079,1.152906778543721
1972-01-31,Goldilocks,-0.002112,1.0964321456768442,-0.0014505333333333,1.1512344488312174
1972-02-01,Goldilocks,0.000673,1.0971700445108847,0.0005004666666666,1.1518106032983757
1972-02-02,Reflation,0.0,1.0971700445108847,0.0042417079365079,1.1566962474757403
1972-02-03,Reflation,0.0,1.0971700445108847,-0.000132692063492,1.1565427630638294
1972-02-04,Reflation,0.0,1.0971700445108847,0.0013577079365079,1.158113010352152
1972-02-07,Reflation,0.0,1.0971700445108847,-0.0020145333333333,1.1557799530890305
1972-02-08,Reflation,0.0,1.0971700445108847,0.0006847841269841,1.1565714128551923
1972-02-09,Reflation,0.0,1.0971700445108847,0.0044569428571428,1.1617261855524927
1972-02-10,Reflation,0.0,1.0971700445108847,0.0006043841269841,1.1624283144189425
1972-02-11,Reflation,0.0,1.0971700445108847,-0.0030808571428571,1.1588470388434056
1972-02-14,Reflation,0.0,1.0971700445108847,-0.0021409746031745,1.1563659767642778
1972-02-15,Reflation,0.0,1.0971700445108847,0.0026210253968253,1.1593968413574016
1972-02-16,Reflation,0.0,1.0971700445108847,0.0040267079365079,1.1640653938200578
1972-02-17,Reflation,0.0,1.0971700445108847,0.0004857904761904,1.1646308857020384
1972-02-18,Reflation,0.0,1.0971700445108847,-0.0016654095238095,1.1626912983332676
1972-02-23,Reflation,0.0,1.0971700445108847,0.0003293492063491,1.1630742297896028
1972-02-24,Reflation,0.0,1.0971700445108847,0.0004947492063492,1.1636496598417165
1972-02-25,Reflation,0.0,1.0971700445108847,0.0045299904761905,1.1689209817184216
1972-02-28,Reflation,0.0,1.0971700445108847,0.0007122730158729,1.1697535725913872
1972-02-29,Reflation,0.0,1.0971700445108847,0.002242673015873,1.172376947363859
1972-03-01,Reflation,0.0,1.0971700445108847,0.004487273015873,1.1776377228041963
1972-03-02,Reflation,0.0,1.0971700445108847,0.0002083142857142,1.1778830415652524
1972-03-03,Reflation,0.0,1.0971700445108847,0.0038417555555555,1.1824081802839803
1972-03-06,Reflation,0.0,1.0971700445108847,0.0049887968253968,1.1883069744601042
1972-03-07,Reflation,0.0,1.0971700445108847,0.0003669555555555,1.1887430303060877
1972-03-08,Reflation,0.0,1.0971700445108847,0.0005917555555555,1.1894464755983991
1972-03-09,Reflation,0.0,1.0971700445108847,-1.4844444444444444e-05,1.1894288189262725
1972-03-10,Reflation,0.0,1.0971700445108847,-0.0033234857142857,1.1854757692384115
1972-03-13,Reflation,0.0,1.0971700445108847,-0.0067818507936508,1.1774360494519482
1972-03-14,Reflation,0.0,1.0971700445108847,0.0019415904761905,1.1797221480718876
1972-03-15,Reflation,0.0,1.0971700445108847,-0.0005224158730158,1.1791058424959866
1972-03-16,Reflation,0.0,1.0971700445108847,-0.000455492063492,1.1785687691427125
1972-03-17,Reflation,0.0,1.0971700445108847,0.0024407079365079,1.1814453112912793
1972-03-20,Reflation,0.0,1.0971700445108847,-0.0020181333333333,1.179060997127052
1972-03-21,Reflation,0.0,1.0971700445108847,-0.004642492063492,1.1735872158055167
1972-03-22,Reflation,0.0,1.0971700445108847,0.0009401079365079,1.1746905144612796
1972-03-23,Reflation,0.0,1.0971700445108847,0.0046470253968254,1.180149331115391
1972-03-24,Reflation,0.0,1.0971700445108847,-0.0017438571428571,1.1780913192746874
1972-03-27,Reflation,0.0,1.0971700445108847,-0.0005707746031745,1.177418894669425
1972-03-28,Reflation,0.0,1.0971700445108847,-0.0009102158730158,1.1763471893023083
1972-03-29,Reflation,0.0,1.0971700445108847,-0.0039898571428571,1.1716537320665907
1972-03-30,Reflation,0.0,1.0971700445108847,0.0040973428571428,1.1764543991167185
1972-04-04,Reflation,0.0,1.0971700445108847,0.0025510952380952,1.1794556463321413
1972-04-05,Reflation,0.0,1.0971700445108847,0.0049814952380952,1.1853310990178891
1972-04-06,Reflation,0.0,1.0971700445108847,0.0024098952380952,1.1881876227889783
1972-04-07,Reflation,0.0,1.0971700445108847,0.0011948952380952,1.1896073825214124
1972-04-10,Reflation,0.0,1.0971700445108847,-0.0005526634920635,1.1889499299512036
1972-04-11,Reflation,0.0,1.0971700445108847,0.0015172952380952,1.1907539180182523
1972-04-12,Reflation,0.0,1.0971700445108847,0.0015547714285714,1.1926052681884465
1972-04-13,Reflation,0.0,1.0971700445108847,-0.0024913936507936,1.1896340189953787
1972-04-14,Reflation,0.0,1.0971700445108847,-0.0002829936507936,1.1892973601212349
1972-04-17,Reflation,0.0,1.0971700445108847,-0.0014233523809523,1.1876045708920462
1972-04-18,Reflation,0.0,1.0971700445108847,0.0015234476190476,1.1894138242479417
1972-04-19,Reflation,0.0,1.0971700445108847,-0.0024570698412698,1.1864913514115927
1972-04-20,Reflation,0.0,1.0971700445108847,-0.0005004285714285,1.1858975972395935
1972-04-21,Reflation,0.0,1.0971700445108847,-0.0004471873015872,1.185367278893125
1972-04-24,Reflation,0.0,1.0971700445108847,-0.0040388285714285,1.1805797836594951
1972-04-25,Reflation,0.0,1.0971700445108847,-0.0058354285714285,1.1736905946590777
1972-04-26,Reflation,0.0,1.0971700445108847,-0.000629946031746,1.1729512329264744
1972-04-27,Reflation,0.0,1.0971700445108847,0.0032351841269841,1.1767459461369647
1972-04-28,Reflation,0.0,1.0971700445108847,0.0027326603174603,1.1799615930877054
1972-05-01,Reflation,0.0050890585241731845,1.1027536070783703,-0.0053637396825396,1.1736325862669883
1972-05-02,Goldilocks,-0.005718,1.0964480619530963,-0.0038930222222222,1.1690636085279267
1972-05-03,Goldilocks,-0.000848,1.09551827399656,-0.0006908634920634,1.168255945160895
1972-05-04,Goldilocks,0.002453,1.0982055803226738,0.0015697365079365,1.1700897991686279
1972-05-05,Goldilocks,0.003576,1.1021327634779077,0.0022435365079365,1.1727149383506268
1972-05-08,Goldilocks,-0.004595,1.0970684634297267,-0.0026590634920634,1.1695966148714614
1972-05-09,Goldilocks,-0.01319,1.0825981303970886,-0.0086555873015873,1.1594730692638004
1972-05-10,Goldilocks,0.006492,1.0896263574596265,0.0042734539682539,1.1644280240527294
1972-05-11,Goldilocks,0.00332,1.0932439169663926,0.0020902539682539,1.1668619743507516
1972-05-12,Goldilocks,0.005767,1.0995486546355377,0.0043979777777777,1.17199380738368
1972-05-15,Goldilocks,0.004512,1.1045098181652533,0.0028049777777777,1.1752812239690842
1972-05-16,Goldilocks,-0.001872,1.102442175785648,-0.0010254222222222,1.1740760644846657
1972-05-17,Goldilocks,0.002156,1.1048190411166419,0.001671219047619,1.176038202766986
1972-05-18,Goldilocks,0.009823,1.1156716785575305,0.0065511015873016,1.1837425485038602
1972-05-19,Goldilocks,0.009635,1.1264211751804323,0.0067178253968254,1.1916947242595022
1972-05-22,Goldilocks,0.006515,1.133759809136733,0.0048453492063491,1.1974689013459034
1972-05-23,Goldilocks,0.00082,1.134689492180225,0.0011480317460317,1.1988436336595343
1972-05-24,Goldilocks,0.004828,1.1401677730484712,0.0027129904761904,1.2020960850200941
1972-05-25,Goldilocks,0.00136,1.1417184012198172,0.0014718730158729,1.2038654178101218
1972-05-26,Goldilocks,0.001811,1.1437860532444262,0.001182473015873,1.2052889561814248
1972-05-31,Goldilocks,-0.007431,1.132106641374756,-0.0043625682539682,1.2000308008443292
1972-06-01,Goldilocks,0.001461,1.1337606491778045,0.0004129492063491,1.2005263526111325
1972-06-02,Deflation,-0.0011583333333332,1.1324473764258405,-0.0002443333333333,1.2002330240056445
1972-06-05,Deflation,-0.0004579365079365,1.1319287874288582,-0.0051589746031746,1.1940410523169078
1972-06-06,Deflation,-0.001856746031746,1.1298270831445805,-0.0041062984126984,1.1891379634390822
1972-06-07,Deflation,0.0009428571428571,1.1308923486801168,-0.0027278571428571,1.1858941649516723
1972-06-08,Deflation,0.0002428571428571,1.1311669939647961,-0.0019650571428571,1.1835638151521615
1972-06-09,Deflation,0.0009424603174603,1.132233073969029,-0.0019720158730158,1.1812298085219544
1972-06-12,Deflation,0.0009420634920635,1.1332997094125221,0.0012192253968254,1.1826699939039917
1972-06-13,Deflation,0.0002420634920634,1.133574039897737,0.0031244253968253,1.1863651580690084
1972-06-14,Deflation,0.0002420634920634,1.133848436788347,0.0047828253968253,1.1920393354769296
1972-06-15,Deflation,0.0002420634920634,1.1341229001004267,0.0003734253968253,1.1924844732388113
1972-06-16,Deflation,0.0002420634920634,1.134397429850054,-0.0003459746031746,1.1920719038963907
1972-06-19,Deflation,0.0016412698412698,1.1362592821396809,-0.000727692063492,1.1912044426328134
1972-06-20,Deflation,0.0002412698412698,1.136533427236324,0.0025937079365079,1.1942940790496737
1972-06-21,Deflation,-0.0004583333333333,1.136012516082174,0.0010880666666666,1.195593550627285
1972-06-22,Deflation,-0.0011575396825397,1.134697536514947,-0.0010696158730158,1.1943147247878587
1972-06-23,Deflation,0.0009420634920635,1.1357664936386322,-0.0018869746031745,1.1920610832339866
1972-06-26,Deflation,-0.0011571428571428,1.1344522495531362,-0.0048410571428571,1.1862902474122747
1972-06-27,Deflation,0.0002428571428571,1.1347277593851703,-0.0005166571428571,1.1856773420824476
1972-06-28,Deflation,0.0002428571428571,1.135003336126735,-0.0018588571428571,1.1834733372859938
1972-06-29,Deflation,-0.0011563492063491,1.1336908759198014,-0.0015839396825396,1.181598786903839
1972-06-30,Deflation,-0.0004559523809524,1.1331739668656617,0.001615219047619,1.1835073277710897
1972-07-03,Deflation,0.0009436507936508,1.134243287378839,0.0023376603174603,1.1862739658866437
